"address/city","address/country","address/postalCode","address/region","address/street","areaServed","email","firmId","geo/latitude","geo/longitude","name","phone","practiceAreas/0","practiceAreas/1","practiceAreas/2","practiceAreas/3","practiceAreas/4","practiceAreas/5","practiceAreas/6","practiceAreas/7","practiceAreas/8","practiceAreas/9","practiceAreas/10","practiceAreas/11","practiceAreas/12","practiceAreas/13","practiceAreas/14","practiceAreas/15","practiceAreas/16","practiceAreas/17","practiceAreas/18","practiceAreas/19","practiceAreas/20","practiceAreas/21","practiceAreas/22","practiceAreas/23","practiceAreas/24","practiceAreas/25","practiceAreas/26","practiceAreas/27","practiceAreas/28","practiceAreas/29","practiceAreas/30","practiceAreas/31","practiceAreas/32","practiceAreas/33","practiceAreas/34","practiceAreas/35","practiceAreas/36","practiceAreas/37","practiceAreas/38","practiceAreas/39","practiceAreas/40","practiceAreas/41","practiceAreas/42","practiceAreas/43","practiceAreas/44","practiceAreas/45","practiceAreas/46","practiceAreas/47","practiceAreas/48","practiceAreas/49","practiceAreas/50","practiceAreas/51","rating","website","type"
"Lafayette","US","94549","CA","3445 Golden Gate Way","California",,"NTM4MzU0M18x","37.8917694","-122.1130676","Van Blois & Associates","+1-510-343-9570","Personal Injury","Motor Vehicle Accidents","Product Liability","Wrongful Death",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.vanbloislaw.com","firm"
"Livermore","US","94550","CA","2222 Second St. Suite 14","California","martin@maisonlaw.com","NTI0MjQ1NF8x","37.6812745","-121.7681783","Maison Law","+1-888-913-8438","Personal Injury","Personal Injury - Motor Vehicle Accidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://maisonlaw.com/","firm"
"Newark","US","94560","CA","3900 Newpark Mall Road Third Floor","California","dbonaccorsi@3blawfirm.com","MjI0MTAyM18x","37.5251042","-122.0047706","Bernard, Balgley & Bonaccorsi, LLP","+1-510-556-3084","Family Law","Real Estate Law","Landlord Tenant","Contracts","Civil Litigation","Probate","Estate Planning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.3blawfirm.com/","firm"
"San Ramon","US","94583","CA","2603 Camino Ramon Suite 200","California","kghantous@glawcorp.com","NDU5NzE5NV8x","37.7676949","-121.9591641","Ghantous Law Corporation","+1-925-242-2431","Real Estate Litigation 5%","Civil & Commercial Litigation Defense 15%","Civil and Premises Liability Defense 15%","Construction Accidents 5%","Construction Defects 5%","Independent Counsel 5%","Insurance Litigation 5%","Personal Injury Defense 5%","HOA Defense 5%","Construction Litigation 5%","Automobile Accidents 5%","Wrongful Death 5%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.8","http://www.glawcorp.com","firm"
"Antioch","US","94531","CA","3440 Hillcrest Ave Suite 200","California",,"MjIzMDkwNV8x","37.986763","-121.7805862","Ivancich & Costis, LLP","+1-866-432-2133","Workers' Compensation 90%","Social Security - Disability 5%","Personal Injury 5%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.7","https://www.icworkinjury.com","firm"
"Walnut Creek","US","94596","CA","1299 Newell Hill Pl Suite 301","California",,"NDg3NzYzOF8x","37.8938179","-122.0536652","Sumner Law","+1-925-464-1593","Motor Vehicle Accident","Personal Injury","Wrongful Death","Other Personal Injuries and Trucking Accidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","https://www.sumnerlawyers.com/","firm"
"Pacifica","US","94044","CA","242 Marvilla Circle","California","frank@frankadam.com","MzIzMTY1NF8x","37.593018","-122.49726","Frank Gerald Adam, Attorney, CPA","+1-650-738-1462","Business and Commercial Law","Contracts","Estate Planning","Litigation","Personal Injury","Real Estate","Taxation","Trusts","Wills","Probate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.frankadamcpa.com","firm"
"San Jose","US","95110","CA","333 W San Carlos Street","California","jacob@thehlawgroup.com","NTM5MDAwNl8x","37.3288727","-121.8935776","The H Law Group","+1-844-498-7891","DUI/DWI","Criminal Defense","Violent Crimes","Theft Crimes","Marijuana DUI","Domestic Violence","Drug Crimes","Firearm Crimes","Juvenile Crimes","Felony DUI","Alcohol DUI","Xanax DUI","Painkiller DUI","Ambien DUI","Drug DUI","General Crimes","Reckless Driving","Battery","Drug Possession","Firearm Violation","Suspended License","DUI Programs","Auto Accidents","Truck Accidents","Rideshare Accident",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.thehfirm.com/","firm"
"San Jose","US","95124","CA","1900 Camden Ave. Suite 101","California",,"NTMyOTY2NF8x","37.2613945","-121.9237137","Asadi Law","+1-855-732-3032","Personal Injury","Medical Malpractice","Car Accidents","Slip and Fall","Accidents & Injuries","Motor Vehicle Accidents -- Plaintiff","Trucking Accidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","https://www.asadilaw.com","firm"
"Rohnert Park","US","94928","CA","75 Executive Avenue Suite 3","California","scott@northbayjustice.com","NTI2NjIzMF8x","38.3551674","-122.7105637","North Bay Justice, APC","+1-707-596-7184","Personal Injury","Motor Vehicle Accidents","Business Lawyer","Landlord-Tenant Disputes","Contract Law: Breach Litigation | Review & Drafting","Brain Injuries","Drunk Driver","Motorcycle Accidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","https://northbayjustice.com/","firm"
"Greenbrae","US","94904","CA","100 Drakes Landing Road Suite 160","California",,"NTIzNDg5M18x","37.9432226","-122.5180463","Wisner Baum LLP","+1-888-795-5399","Accidents & Injuries","Personal Injury -- Plaintiff","Aviation Accidents","Boating Accidents","Product Liability","Brain Injury","Whistleblower","Wrongful Death","Motor Vehicle Accidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.wisnerbaum.com/","firm"
"Walnut Creek","US","94598","CA","2125 Oak Grove Road Suite 210","California",,"MjAxMTQyN18x","37.9304562","-122.0183086","Bold, Polisner, Maddow, Nelson, & Judson, A Professional Corporation","+1-925-933-7777","Estate Planning","Civil Litigation","Probate","Trust Administration","Trust & Estate Litigation","Conservationships & Guardianships","Construction Law","Personal Injury","Elder Law",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","https://www.bpmnj.com","firm"
"Santa Rosa","US","95403","CA","415 Russell Avenue","California",,"NDI3MzU4MV8x","38.469839","-122.72367","Hansen & Miller Law Firm","+1-707-387-0966","Criminal Defense 50%","Personal Injury 50%","Fire Litigation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.hansenmiller.com","firm"
"Stockton","US","95202","CA","343 E. Main Street","California","info@capcitylaw.com","NTM1MzQwNl8x","37.9535065","-121.2864685","Eason & Tambornini, A Law Corporation","+1-916-438-1819","Personal Injury","Workers Compensation","Brain Injury","Bicycle Accident","Construction Accidents","Car Accident","Catastrophic Injury","Wrongful Death",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.capcitylaw.com/","firm"
"Santa Rosa","US","95401-6334","CA","438 1st Street, 4th Floor Suite 400","California","elwood@perrylaw.net","MTU1OTk2Nl8x","38.4374504","-122.714284","Perry, Johnson, Anderson, Miller & Moskowitz LLP","+1-707-525-8800","Family","Civil Litigation","Business Law","Employment/Labor Law","Estate Planning","Probate","Land Use","Real Estate","Personal Injury","Habitablity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.perrylaw.net","firm"
"Greenbrae","US","94904","CA","336 Bon Air Center Suite 337","California",,"NDg0NTQ5Nl8x","37.9455223","-122.5222549","Haberkorn & Associates","+1-650-447-2140","Personal Injury",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.matthewhaberkorn.com","firm"
"Novato","US","94945","CA","800 DeLong Ave. Suite 101","California",,"MjA0OTk5N18x","38.1059189","-122.5668411","Thomas P. McNally Law Offices","+1-415-985-7216","Family Law & Divorce","Consumer Bankruptcy, Chapters 7 & 13","Criminal Defense, Including Felonies, Misdemeanors & DUI's","Serious Personal Injury, Accidents & Wrongful Death",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://tommcnallylaw.com","firm"
"Modesto","US","95354","CA","1030 15th St","California",,"NTM4MzQ5MF8x","37.6450806","-120.9963531","Sodhi Law Group","+1-209-901-5733","DUI/DWI","Criminal Law","Personal Injury","Motor Vehicle Accident",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.sodhilawgroup.com/","firm"
"Santa Rosa","US","95401","CA","400 College Avenue","California","btf@flahavanlaw.com","NTIwNzkyNV8x","38.4455223","-122.7202454","Flahavan Law Offices","+1-707-612-9393","Personal Injury","Car Accidents","Motorcycle Accidents","Trucking Accidents","Slip/Trip and Fall","Industrial Accidents","Dog Bites","Wrongful Death",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.flahavanlaw.com/","firm"
"Modesto","US","95354","CA","931 10th Street","California","ramita@burg-brock.com","NTM4NTEwOF8x","37.6398544","-121.0000687","Law Offices of Burg & Brock, Inc.","+1-818-935-6228","Personal Injury","Auto Accidents","Wrongful Death","Trucking Accidents","Work Accidents","Uber & Lyft Accidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://uberlawyer.com/,https://legaldefenders.com/","firm"
"Modesto","US","95354-2332","CA","928 12th Street Suite 200","California",,"MTc4NzAwNF8x","37.6418132","-120.9980118","Brunn & Flynn","+1-209-521-2133","Administrative Law","Business & Commercial Law","Business Organizations","Constitutional Law","Discrimination","Construction Law","Employment Law -- Employee","Child Support","Custody & Visitation","Divorce","Personal Injury -- Plaintiff","Motor Vehicle Accidents -- Plaintiff","Trusts","Wills","Products Liability Law","Appellate Practice","Arbitration/Mediation","Business Law","Cal/OSHA Law","Civil Litigation","Commercial Law","Condemnation Law","Contract Law","Corporate Law","Employment Law","Environmental/Toxic Tort Law","Estate Planning and Trusts","Family Law","Government Tort Liability","Insurance Defense/Coverage","Labor Law","Limited Liability Companies Law","Mechanics' Liens","Partnerships","Personal Injury and Property Damage","Probate","Products Liability","Professional Errors and Omissions","Public Utility Law","Real Estate Law","Wrongful Death",,,,,,,,,,,,,"http://www.brunnandflynnlaw.com","firm"
"Modesto","US","95354","CA","1301 I St.","California","grai@railawfirm.com","NDkwOTQ3M18x","37.6417125","-120.9962756","Rai Law Firm","+1-209-846-3457","Family Law","Personal Injury","Bankruptcy","Criminal Law",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","http://www.railawfirms.com","firm"
"Sacramento","US","95814","CA","555 Capitol Mall Suite 755","California","rich@rmalawgroup.com","NDU5ODEwMl8x","38.5789528","-121.5006409","The Law Office of Richard M. Abdallah","+1-916-407-0894","Family Law","Divorce","Child Custody & Visitation","Child and Spousal Support","Property Division","Mediation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","http://www.rmalawgroup.com/","firm"
"Sacramento","US","95811","CA","2000 L Street #225","California",,"NTE5NDgxM18x","38.5742323","-121.4807204","Rosenthal Law","+1-916-774-7200","Motor Vehicle Accidents - Plaintiff","Wrongful Death - Plaintiff","Personal Injury - Plaintiff","Products Liability","Motor Vehicle Defects","Truck Accident","Animal Bites",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.rosenthalinjurylaw.com/","firm"
"Sacramento","US","95816","CA","2207 J Street","California",,"NDg2NDMxM18x","38.5761031","-121.4767185","Law Offices of Larry S. Buckley","+1-530-982-0096","Accidents & Injuries","Personal Injury","Car Accidents","Motor Vehicle Accidents -- Plaintiff","Personal Injury -- Plaintiff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.larrysbuckley.com/","firm"
"Santa Cruz","US","95060","CA","815 Brisa Del Mar","California",,"MzUyODQ2OF8x","37.0347366","-122.1620941","Willoughby Law Firm, Inc.","+1-415-870-2778","Medical Malpractice 95%","Personal Injury 5%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.5","https://www.willoughbyfirm.com","firm"
"Sacramento","US","95811","CA","2014 Capitol Ave #100","California",,"NTM4Nzk2NF8x","38.5729599","-121.480835","DJC Law","+1-916-915-9701","Personal Injury 100%","Trucking Accidents","Motor Vehicle Accidents","Wrongful Death","Dog Attacks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://teamjustice.com/","firm"
"Sacramento","US","95825","CA","333 University Avenue Suite 200 - #7708","California",,"NTI2NDUzOF8x","38.5709577","-121.4166859","The Shirvanian Law Firm","+1-818-824-5188","Personal Injury","Animal Bites","Motor Vehicle Accidents","Premises Liability","Truck Accidents","Wrongful Death",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.shirvanianlawfirm.com/","firm"
"Folsom","US","95630","CA","600 Coolidge Dr Suite 190","California",,"NTI2NTY0Ml8x","38.660659","-121.182599","Triumph Law","+1-916-970-3974","Personal Injury",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.8","https://www.triumphlaw.com/","firm"
"Aptos","US","95003","CA","311 Bonita Drive","California",,"MjYzMDgxMV8x","36.9743729","-121.8866348","Haselton, Haselton & Liddicoat LLP","+1-831-726-4769","Estate Planning","Personal Injury","Construction Litigation","Real Property","Wrongful Death","Civil Settlements","Business Litigation","Civil Litigation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","https://www.hhllawyers.com","firm"
"Rocklin","US","95765","CA","2205 Plaza Drive Suite 225","California",,"NDU4ODk1M18x","38.7949056","-121.2711316","Schroeder Schaff & Low","+1-916-672-6558","Civil Law",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.sslfirm.com","firm"
"Auburn","US","95603","CA","1155 High Street","California","jamesmoorelawfirm@gmail.com","NTIzNjQ0Nl8x","38.8966493","-121.0716015","Law Office of James K. Moore","+1-530-548-1051","Personal Injury","Family Law","Divorce","Child Custody","Child Support","Mediation","Motor Vehicle Accidents","Dog Bites",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","https://jamesmoorelawfirm.com/","firm"
"Sonora","US","95370","CA","67 Linoberg Street Suite B","California",,"NTM2MzI3Ml8x","37.9836807","-120.3836517","Chenault Law","+1-209-507-0473","Family Law","Divorce Law","Personal Injury",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://chenaultlaw.com/","firm"
"Roseville","US","95661","CA","3500 Douglas Boulevard Suite 100","California",,"MzM5MjI1NV8x","38.7433778","-121.2312473","Powers Miller Attorneys at Law","+1-916-827-2512","Insurance Defense","Personal Injury Defense","Personal Injury","Insurance Litigation","Homeowner","Homeowner's Insurance","Slip & Fall",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.5","https://www.powersmiller.com","firm"
"Rancho Cordova","US","95742","CA","3480 Sunrise Blvd Suite 101","California","ageorge@kaass.com","NTMyOTk0Nl8x","38.5758362","-121.2600479","KAASS LAW","+1-866-575-1028","Personal Injury","Motor Vehicle Accidents","Motorcycle Accidents","Wrongful Death","California Wildfires","Medical Malpractice","Sports Injuries","Workplace Injuries","Premises Liability","Product Liability","Rideshare Accidents","Dog Bite","Slip and Fall","Pedestrian Accidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.kaass.law/","firm"
"Sacramento","US","95825","CA","775 University Avenue","California","rob@pieringlawfirm.com","MTQ1NDM5M18x","38.5653442","-121.419728","Piering Law Firm","+1-916-964-3081","Personal Injury-Plaintiff","Car Accidents","Bicycle Accidents","Boating Accidents","Motorcycle Accidents","Auto Product Liability","Catastrophic Injuries","Defective Products","Insurance Claims","Premises Liability","Truck Accidents","Pedestrian Accident","Nursing Home & Elder Abuse","Wrongful Death",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.pieringlawfirm.com/","firm"
"Sacramento","US","95814","CA","455 Capitol Mall Suite 317","California","dale@dalegomeslaw.com","NTE4Mjk1NF8x","38.5792542","-121.50177","The Law Offices of Dale R. Gomes","+1-916-982-3454","Personal Injury","Auto Accidents","Bicycle Accidents","Bus Accidents","Drunk Drivers Accidents","Motorcycles Accidents","Pedestrian Accidents","Truck Accidents","Nursing Home Negligence","Product Liability","Slip & Fall","Dog Bites","Wrongful Death",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.7","https://www.dalegomeslaw.com/","firm"
"Roseville","US","95678-2310","CA","100 Estates Drive","California","etuttle@gidsontuttlelaw.com","MTI4MzYzMV8x","38.7474805","-121.2762941","Gibson & Tuttle","+1-916-945-2707","Estate Planning","Trusts","Wills",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.gibsontuttlelaw.com","firm"
"Nevada City","US","95959","CA","224 Church St.","California","kenny@thewinlawfirm.com","NTM2NDUyNl8x","39.263485","-121.0178299","The Win Law Firm","+1-530-800-3760","Criminal Defense","DUI","Felony","Misdemeanors","Juvenile Delinquency or Criminal Defense for Minors","Personal Injury","Car Accidents","Trucking Accidents","Premises Liability","Wrongful Death",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","https://www.thewinlawfirm.com/","firm"
"Fresno","US","93711","CA","6780 N. West Ave. Suite 102","California",,"NTA3MDIxMF8x","36.8368248","-119.8250407","Todd B. Barsotti, A Professional Law Corporation","+1-559-354-9831","Employment Litigation","Personal Injury","Insurance Litigation","Business Litigation","Agribusiness","Employment Law","Motor Vehicle Accidents","Discrimination","Wrongful Death","Premises Liability","Products Liability Law","Insurance Law","Bad Faith Insurance","Business & Commercial Law","Business Organizations","Litigation & Appeals","Trucking Accidents","Construction Accidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.barsotti-law.com/,https://www.barsotti-law.com","firm"
"Ukiah","US","95482","CA","211 W. Standley Street","California","lawoffice@kindopplaw.com","NTEzNDA5N18x","39.1502194","-123.2093073","Law Office of David M. Kindopp","+1-707-520-0646","Personal Injury","Business & Corporate Law","Real Estate Law","Family Law","Divorce","Civil Law","Wills, Trusts & Estate Planning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.mendocinocountyattorney.com","firm"
"El Segundo","US","90245","CA","880 Apollo Street Suite 334","California",,"NTM5MTU3Ml8x","33.9028816","-118.3856812","J. Hartley Law Personal Injury Lawyers","+1-323-859-6997","Personal Injury","Vehicle Accidents Personal Injury","Brain Injury","Slip & Fall","Pedestrian Accidents","Car Accidents","Wrongful Death","Motorcycle Accidents","Trucking Accidents","Ride Share Accidents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.avvo.com/attorneys/90245-ca-jura-hartley-351500.html,https://www.jhartleylawapc.com/","firm"
"Newport Beach","US","92660","CA","4220 Von Karman Ave. Suite 200","California","maria@flexmediaagency.com","NTM4OTU0M18x","33.6628494","-117.8616791","Sweet James Accident Attorneys","+1-877-414-2316","Car Accident","Trucking Accidents","Personal Injury","Motorcycle Accidents","Wrongful Death","Slip and Fall","Spinal Cord","Brain Injury",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://sweetjames.com/","firm"
"El Segundo","US","90245","CA","2298 E. Maple Avenue","California","ljf@baattorneys.com","Mzk1MjA3M18x","33.9268303","-118.3858871","Barrera & Associates, Attorneys","+1-424-352-0716","Employment","Wrongful Termination","Sexual Harassment","Workplace Discrimination","Age Discrimination","LGBTQ+ Discrimination","Pregnancy Discrimination","Race And National Origin Discrimination","Workplace Retaliation","Wage & Hour Claims","Car Accidents","Brain Injuries","Spinal Cord Injuries","Wrongful Death Claims",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.baattorneys.com","firm"
"Torrance","US","90503","CA","3820 Del Amo Blvd Ste. 304","California","david@gammill.law","NTE0OTYwMF8x","33.8479996","-118.3545532","Gammill Law","+1-310-464-2159","Personal Injury",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.gammill.law/","firm"
"Pasadena","US","91101","CA","225 S Lake Ave #1100","California","fmcnally@mbattorneys.com","MzMwODY0N18x","34.1420135","-118.1335373","McNally Law Offices","+1-626-389-8590","Personal Injury","Car Accident","Nursing Home Abuse","Premises Liability","Trucking Accidents","Wrongful Death",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,"firm"
"Beverly Hills","US","90210","CA","407 N. Maple Drive Ground Floor","California","amuhtar@crownandstonelaw.com","NTM0NDIzM18x","34.0763283","-118.3942795","Crown & Stone Law, P.C. - Accident and Injury Lawyers","+1-310-731-4769","Car Accident","Personal Injury",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","https://crownandstonelaw.com/","firm"
"Encino","US","91436","CA","16200 Ventura Blvd. Suite 315","California",,"NTM1ODQyMF8x","34.1562424","-118.4855728","HHJ Trial Attorneys","+1-619-344-0895","Personal Injury","Car Accidents","Trucking Accidents","Wrongful Death","Slip and Fall","Dog Bites","Brain Injury","Sexual Abuse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://hhjtrialattorneys.com/","firm"
"San Bernardino","US","92401","CA","290 N. D Street #901","California",,"MjE0MDE5MF8x","34.1041718","-117.2923126","Kampf, Schiavone & Associates","+1-909-295-4605","Personal Injury","Fatal workplace accident","Scaffolding Accident","Workplace injury","Forklift injury","Medical Malpractice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.ksa-atty.com/","firm"
"Anaheim","US","92806","CA","2401 East Katella Ave #630","California",,"MzI1MDAxMV8x","33.8063965","-117.8832474","Law Offices of Shahnaz Hussain","+1-714-683-1756","Family Law",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://shussainlaw.com/","firm"
"Alhambra","US","91801","CA","388 E. Valley Blvd. Suite 207","California",,"NTI1NTY1OV8x","34.0785348","-118.1188311","Becker Law Group","+1-626-631-5023","Personal Injury",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.beckerlawgroup.com/","firm"
